"","x"
"1",-1.05254964096172
"2",-0.904310587822045
"3",1.34239465602573
"4",0.88886937608325
"5",1.88517655886499
"6",-0.155987822212761
"7",-0.153120842163649
"8",-0.0834353605727341
"9",1.00732033679443
"10",-0.820777351953722
"11",-0.147651762483077
"12",-1.03447748362262
"13",-0.617688718349716
"14",-0.649913850197688
"15",0.441926149120813
"16",2.06710550380049
"17",-0.640555888449876
"18",-0.576908028072065
"19",-0.0566409089989663
"20",-0.200381272710186
"21",-2.35929826297695
"22",0.0733712890666201
"23",-0.122880909715024
"24",0.332181819120531
"25",0.0893527871691194
"26",-1.27866197793038
"27",1.35084741799438
"28",-0.921372662824348
"29",1.05262299631004
"30",0.378768661366638
"31",-1.15271741729554
"32",-1.03391804151586
"33",2.33635812189885
"34",-0.382292727654313
"35",-0.571785117393894
"36",-0.152174792157112
"37",-0.929537797458594
"38",0.0556720177529407
"39",0.275279463144766
"40",-0.786408299080719
"41",0.688696189405754
"42",0.306921295914372
"43",-1.37456035760544
"44",0.411990917666741
"45",0.628303910231936
"46",0.337693015647433
"47",1.69246251812197
"48",-0.0857376914855711
"49",1.42865630578122
"50",-0.245249160361109
"51",1.74923951151092
"52",1.87973879130019
"53",-0.889885745991802
"54",1.27954125704963
"55",1.07506637383691
"56",0.335537233991924
"57",0.856381242617337
"58",-0.00746466377534991
"59",0.627329053098507
"60",1.7918682566173
"61",-0.913090340560544
"62",-0.383639814798433
"63",1.57057709469264
"64",-0.77238346080817
"65",0.86132478731112
"66",1.66871624777635
"67",2.00874657885224
"68",0.471099166423907
"69",-0.0325767848397456
"70",-0.491092992864335
"71",-0.0330542532846189
"72",0.655718576810724
"73",-0.519696715810551
"74",-0.960800423705353
"75",0.452148037006448
"76",-1.15874155760485
"77",-0.975606515590585
"78",-1.09441682283943
"79",0.273155518942349
"80",-0.472453778626138
"81",-0.571042171005145
"82",-0.154924197572995
"83",1.1550942922678
"84",0.22163302340591
"85",0.13973995426953
"86",2.34159997776559
"87",-0.0234205867550492
"88",-1.86599727183963
"89",-0.0460405048619925
"90",-0.309026275523911
"91",-2.16359848252576
"92",-0.595205225186968
"93",-0.351402765677364
"94",-0.325276742592404
"95",0.436635595794985
"96",1.44891054906386
"97",0.0506017299769165
"98",0.460546171248247
"99",0.0466764404713042
"100",0.683778180603994
"101",0.242136323817077
"102",1.72515200752053
"103",-0.0831331883007757
"104",-0.398021393733411
"105",-2.56469090776132
"106",1.09273547792983
"107",1.79521646562354
"108",-0.245229382981443
"109",-1.280720105273
"110",-0.547993124543162
"111",2.50313303965608
"112",0.551502810369737
"113",-0.597619893401195
"114",-0.579746426497906
"115",0.167849395228298
"116",-1.0436596908891
"117",0.0296387656299701
"118",0.974326570648123
"119",-1.48453623030931
"120",1.6559362162985
"121",0.171903190103914
"122",-0.224473209828237
"123",-1.11507333637694
"124",-0.615025863596027
"125",-0.247519860091882
"126",0.461809233183074
"127",-0.217485466445728
"128",0.177988787795798
"129",0.183700671063275
"130",-0.860574672011378
"131",-0.599046389864491
"132",-0.809839764346334
"133",0.837065799912611
"134",-1.57768455946278
"135",0.639950872763838
"136",-0.277807816577467
"137",-0.501828000445695
"138",2.0256292274808
"139",-0.251265402917028
"140",-0.365298851268319
"141",-0.368453289079697
"142",-0.475250130665882
"143",0.0413267579495828
"144",-0.938189604977823
"145",-0.451882829995797
"146",1.23398131059507
"147",0.0995038915472325
"148",1.58485166900614
"149",-0.322865273444385
"150",1.01261084568722
"151",-0.611685413045873
"152",-1.15248758656536
"153",1.5739638930722
"154",2.02095397313306
"155",-0.0811575034177164
